Observation_Id,Main_Incoming_Water,Condensate_return_Percent,CO2_plant_litres_per_kg_collected,CO2_plant_Foam_Trap_Fresh_water_Usage,Total_Hot_Water_Production,Hot_Water_temperature,W85_make_up_water,Brewhouse_CIP_Water_usage,Cellars_CIP_Water,D_water_ratio,Non_Dilution_Dwater_per_Packed,Filtration_CIP_Water_Usage,Line_1_Bottle_Washer,Line_1_Filler,Line_1_Vacuum_Pump,WCA_Pack_Foamers_Line_1_Water,WCA_Chain_Lube_Line_1,WCA_Crate_Washer_Line_1_Water,Line_2_Filler,Line_2_Rinser,Line_2_Vacuum_Pump,WCA_Pack_Foamers_Line_2_Water,WCA_Chain_Lube_Line_2,Line_3_Filler,Line_3_Rinser,WCA_Bottle_Washer_Line_4_Water,WOA_Filler_Line_4_water,WCA_Vacuum_Pump_Line_4_Water,WCA_Bottle_Washer_Line_5_Water,WOA_Filler_Line_5,WCA_Vacuum_Pump_Line_5_Water,WCA_PWR_Make_Up_Water,WCA_Pasteurizer_Total_Water,Packaging_CIP_Water
OBS300011,2.842224104,87.85381695,1.300285283,0.156034234,3.988724454,41.90296293,0.223539373,0.000420732,0.124188541,-0.1266696,0.107423088,0.099640744,467.6645963,0.054658385,0.002484472,0.044720497,0,0.072049689,0.249562172,0.070052539,0,0.043782837,0,0,0,301.0893686,0.042364333,0.038329635,1066.519279,0.026980047,0.025212904,0,0.157493649,0.042901496
OBS300012,3.099415205,87.87945227,2.557025427,0.350964274,4.127732667,43.87299349,0.463791423,0.151472248,0.116959064,-0.115224332,0.113450292,0.096947448,445.467033,0.052655678,0.043498168,0.043498168,0,0.0503663,0,0,0,0,0,0.119314826,0.059066745,331.9001678,0.020973154,0.039848993,952.3027278,0.04134902,0.010177081,0,0.014619883,0.036549708
OBS300013,4.063737035,88.21740529,4.029247597,0.395024274,1.652284946,65.36602981,0.290274089,0.031761927,0.11023701,-0.116674603,0.168061332,0.09839937,1251.400095,0.099667774,0,0.061699098,0,0.170859041,0.158442734,0.072430964,0,0.036215482,0,0.114008353,0.056439779,478.5134839,0.063582548,0.046042535,961.7349595,0.019093101,0.04745579,0,0.012526933,0.038081876
OBS300014,5.175609027,91.73201569,2.583200586,0.354556943,1.395761857,65.7933715,0.346136601,0.27150864,0.179345389,-0.129423148,0.12912868,0.138299834,379.9918334,0.044916292,0,0,0,0.028583095,0.204918033,0.075136612,0,0.157103825,0,0.546536797,0.270562771,657.4047551,0.002864509,0.040103122,238.4708738,0,0,0,0.022418174,0.059781796
OBS300015,5.509675453,92.80734146,3.084963525,0.423426366,1.044027887,74.25727249,0.30039616,0.218816783,0.243790949,-0.149195413,0.109629742,0.137983405,366.7715544,0.029368576,0,0.012586532,0,0.025173065,0.148478099,0.07423905,0,0.05939124,0,0,0.102333197,432.2895892,0.065815716,0.043877144,964.7368421,0,0,0,0.013713241,0.057138504
OBS300016,7.98338015,91.4450759,2.634780655,0.206649463,1.059685963,72.99879257,0.59761236,0.326434717,0,-0.145680606,0.136938202,0.182966151,564.1319607,0.074871315,0,0.070191858,0,0.079550772,0.186142709,0.082730093,0,0,0,0.03258485,0.118464311,331.4447592,0.050991501,0.041548631,298.0440916,0.011701609,0,0,0,0.087780899
OBS300017,9.720086127,73.25540084,1.391420501,0.19479887,0.814068185,72.01883971,0.584896955,0.171765033,0.892033221,-0.101730977,0.415410643,0.206706477,450.224217,0.021232004,0,0.02056351,0.010381001,0.04173316,0.125042597,0.021102558,0,0,0,0,0.716332378,327.9495765,0.051211345,0.037423675,0,0,0,0,0.121501077,0.115349123
OBS300018,3.145699286,77.78274326,1.037225337,0.119025858,1.034896833,69.60479747,0.204397426,0.096259695,0.11447519,-0.1599763,0.078119449,0.076776087,375.0157068,0.043979058,0,0.02513089,0,0.069109948,0.138939671,0.065813528,0,0.021937843,0,0.109997822,0.054454367,379.6865071,0.004236391,0.048718492,532.928208,0.27133974,0.149802148,0,0.392768326,0.030395137
OBS300019,2.650761345,64.1035889,0.728806135,0.072880614,2.153952365,53.7924047,0.263078547,0.12573328,0.097994874,-0.083797544,0.074966079,0.076507192,386.6376496,0.04570185,0,0,0,0.039173014,0.214513921,0.077590141,0,0.04564126,0,0.104935065,0.051948052,395.3540317,0.024570025,0.049140049,352.2060216,0.196932399,0.088998296,0,0.327529022,0.028267752
OBS300020,4.075787039,87.40160579,0.894524393,0.111815549,1.339360323,73.56146243,0.173069848,0.115229702,0.152414989,-0.112072581,0.122037105,0.096450617,1932.222222,0.148148148,0,0.37037037,0,0.296296296,0.167042889,0.06772009,0,0.022573363,0,0.137902785,0.068268706,382.9309977,0.025635548,0.044862209,415.4235857,0.04784689,0.180129468,0,0.193409366,0.039943239
OBS300021,1.466452067,83.14232369,1.182908835,0.124516719,1.365182925,77.10493605,0.051503873,0.013056943,0.052308621,-0.131781562,0.041887134,0.110808126,404.3358568,0.009176417,0,0.006882312,0,0.032117458,0.176080533,0.085892943,0,0.034357177,0,0.030773918,0.015234613,788.9413351,0.037086986,0.047201618,297.0082217,0.021315469,0.077649208,0,0.005633236,0.015089025
OBS300022,0.875281071,74.24685736,1.317913743,0.12754004,1.288882092,73.28143862,0.018601799,0.001013234,0.031939902,-0.137672968,28.167199,0.133362732,514.4320633,0.057512581,0,0.050323508,0,0.09705248,0.297823597,0.09163803,0,0.217640321,0,0,0.007942938,363.3217993,0.08141665,0.042743741,336.7319679,0.017809439,0.089047195,0.00012776,0.003832788,133.0014565
OBS300023,8.889899909,86.48773661,0.874855312,0.151417266,0.446410516,73.07435432,0.148771611,0.29607069,0.379132545,-0.11649575,0.332120109,0.244580658,386.6353755,0,0,0,0,0,0.172279114,0.0233364,0.001293996,0.01244015,0,0.107900193,0.155749134,361.3435874,0.029405112,0.038452839,0,0,0,0,0.033363664,0.113739763
OBS300024,7.202482545,82.59518441,0.856929802,0.049438258,2.72780631,62.71064957,0.12257564,0.187961674,0.32583398,-0.223602437,0.294647013,0.319666693,382.1233076,0.008115165,0,0.029065252,0.02482475,0.039319969,0.147913789,0,0,0,0,0,0,391.7486752,0.09651779,0.041635125,7559.478185,0.018621548,0,0,0.274631497,0.127230411
OBS300025,3.315268615,83.0323908,0.998838605,0.137095495,1.717726127,48.15473462,0.190504241,0.020367758,0.14137606,-0.377484764,0.092483506,0.115950028,513.1432545,0.129809921,0.018544274,0.069541029,0,0.069541029,0.105037482,0,0,0,0,0,0,368.4017595,0.139296188,0.051319648,341.4133114,0.016433854,0.161599562,0,0.054194156,0.04594722
OBS300026,3.694335756,89.65849827,0.942911023,0.085719184,0.664989197,70.04102789,0.077184647,0.006794062,0.08850382,-0.094503706,0.068986398,0.095434027,458.9511754,0.063291139,0,0.012055455,0,0.021097046,0.220998158,0,0,0,0,0.11312724,0.056003584,370.5809386,0.01447178,0.037213149,364.8555708,0.016047685,0.153599266,0,0.006987144,0.034935718
OBS300027,3.580246914,85.83604305,1.043548459,0.118137561,0.664227618,65.57252263,0.036802328,0.008243019,0.122048538,-0.094403507,0.117401305,0.084513391,1036.167147,0.063400576,0,0.132564841,0,0.155619597,0.165667488,0,0,0,0,0.125856698,0.062305296,404.5408931,0.092824887,0.057701957,309.157754,0.017825312,0.07278669,0,0.010327184,0.035206309
OBS300028,4.69956955,83.46882838,1.010898261,0.116642107,0.673352337,66.39424468,0.053246064,0.114840323,0.165104075,-0.0897876,0.123297364,0.119257424,406.097561,0.051894136,0.012973534,0.015568241,0,1.084587442,0.100006739,0,0,0,0,0.161651729,0.080025608,703.2057911,0.027576698,0.045961163,406.2197483,0.019361084,0.089545015,0,0.033020815,0.045993278
OBS300029,4.484496806,88.00621186,1.415929204,0.398230088,0.750962393,71.26293592,0.026258719,0.202758356,0.175839634,-0.088095478,0.119629565,0.103092784,441.6072225,0,0,0,0,0,0.228087399,0,0,0,0,0.051936142,1.725406484,367.3908588,0.120926419,0,279.5299317,0.016070711,0.069639748,0,0.003516793,0.043959909
OBS300030,10.04666537,70.1009804,1.003367182,0.118043198,0.329690346,62.54126725,0.317713397,0.013778298,0.797200078,-0.129799887,0.324907641,0.243623849,380.5315485,0.009505323,0,0.026135669,0.019604765,0.03161101,0.164072727,0.011690437,0,0.00889025,0,0.06297936,1.176609047,367.3737153,0.10277717,0,42937.5,0,0,0,0,0.147773673
OBS300031,10.16083062,83.55994879,0.868088062,0.119149342,1.35991842,70.07604311,0.624796417,0.031289191,0.85504886,-0.131292356,0.267100977,0.306061781,404.3040203,0.023970126,0,0.039222871,0.019604765,0.044009412,0.212154787,0.011690437,0,0.004676175,0,0,0,374.1366078,0.035814786,0.033256587,7462.63151,0.006989952,0,0,0.040716612,0.158794788
OBS300032,3.252481738,90.57245903,0.889631507,0.080875592,1.293443983,46.55825349,0.08395767,0.019530569,0.145158269,-0.142973907,0.138415434,0.127362534,346.8074534,0,0,0,0,0,0.055718972,0,0,0,0,0.142073428,0.07033338,374.1162608,0.058915947,0.047132757,341.9499288,0.018318746,0.071239568,0,0.031841169,0.036055441
OBS300033,2.476293362,89.15525537,1.007514378,0.188908946,1.104844709,72.19882808,0.090545353,0.00836796,0,-0.120697823,0.064458048,0.084819241,293.8246506,0.050825921,0,0.020330368,0,0.048284625,0.037660055,0,0,0,0,0.112234693,0.055561729,445.040508,0.081015984,0.059119772,301.6476553,0.088719899,0.092944656,0,0.004801344,0.030408514
OBS300034,3.404027165,88.28271415,0.964344371,0.060271523,1.02498177,76.24905997,0.018904643,0.00365142,0.246236943,-0.083095628,0.103220938,0.073935331,534.5755023,0.064808814,0,0.025923526,0,0.061568373,0.048356692,0,0,0,0,0.106652587,0.05279831,453.9546974,0.022279985,0.057556628,308.1199707,0.114118508,0.027798098,0,0.013900473,0.030183883
OBS300035,3.02388774,90.03607712,0.962118018,0.113190355,1.155867515,65.6132283,0.027335037,0.20749674,0.12978059,-0.100066949,0.069594841,0.080142476,415.1358076,0.026954178,0,0.043541364,0,0.070495542,0.080545793,0,0,0,0,0.10758415,0.05325948,679.6028881,0.025270758,0.061371841,296.9357977,0.109783213,0.072262368,0,0.024293304,0.03082289
OBS300036,3.640156847,91.46686659,0.933627867,0.105693721,1.169373896,73.31650333,0.07063141,0.106864588,0.130705811,-0.094887938,0.127689523,0.100037792,353.7339557,0.12252042,0,0.046674446,0,0.16336056,0.147223065,0,0,0,0,0.187976922,0.093057882,373.4756098,0.101626016,0,277.8359969,0.111343987,0.091695048,0,0.026643877,0.040719887
OBS300037,9.11335963,85.58301575,0.743448173,0.121379294,1.153241257,70.94294983,0.165494769,0.689126622,0.531641228,-0.143433495,0.32790259,0.249279822,468.7076383,0.023094104,0,0.017179938,0.010381001,0.023125769,0.159266373,0.021102558,0,0,0,0.077505682,0.140702347,356.5883951,0.104793324,0,0,0,0,0,0,0.130337849
OBS300038,36.55284553,49.91356163,0.689424016,0.088011576,1.531078953,43.93423946,0.820325203,1.930652133,1.788617886,-0.096121808,1.879674797,0.525570069,482.4200926,0.01758138,0,0.012753171,0.044255261,0.01651663,0.11099276,0,0,0.004214075,0,0,0,504.2016807,1.428571429,0,7595.986485,0.011631596,0,0,0.008130081,0.650406504
OBS300039,3.491797335,86.62057063,0.96048646,0.174633902,0.540699275,38.61328294,0.095259676,0.055456034,0.122360192,-0.123660961,0.083794072,0.091371572,381.8077803,0.076277651,0,0.03051106,0,0.072463768,0.155979346,0,0,0,0,0.105759162,0.052356021,411.1701216,0.037690594,0.07366798,373.3272107,0.023615849,0.133823144,0,0.032176199,0.034895314
OBS300040,2.906110283,87.65047571,1.288461824,0.12389056,1.097760378,73.84257476,0.059497879,0.575164707,0,-0.091753766,0.060911766,0.07493306,384.8592411,0.252141983,0,0.151774786,0,0.029375765,0.093676815,0,0,0,0,0.112786153,0.055834729,436.1012341,0.050198703,0.035557415,296.9216418,0.080845771,0.088308458,0,0.000764263,0.029041996
OBS300041,2.877646215,81.99613634,1.045814951,0.110085784,1.043044391,72.33999552,0.036678228,0.058531372,0.239205837,-0.093986519,0.113303831,0.073059064,607.7586207,0.047329277,0,0.070993915,0,0.101419878,0.063544007,0,0,0,0,0.111270243,0.055084279,434.0982941,0.054833469,0.091389115,298.8023952,0.007984032,0.030605456,0,0.027907348,0.030299406
OBS300042,2.907315888,87.96775543,1.233084219,0.094852632,1.213172155,73.97266302,0.018715061,0.079261898,0.048610548,-0.070765496,0.094344973,0.076276358,338.5083227,0.042680324,0,0.008536065,0,0.053350405,0.130269045,0.010559662,0,0.05279831,0,0.130137869,0.064424688,575.3480753,0.005460005,0.002730003,314.9233263,0.054856003,0.078543822,0,0.004050879,0.030786681
OBS300043,3.031965541,88.10559931,1.182136233,0.112584403,1.05404965,63.84611579,0.044071639,0.149514914,0.086148266,-0.121791842,0.055951032,0.088079859,362.5328869,0.047835446,0,0.016742406,0,0.052618991,0.06926557,0,0,0,0,0.216181507,0.107020548,391.3043478,0.046376812,0.025120773,316.424196,0.080398162,0.068912711,0,0.001813648,0.035819542
OBS300044,30.50181818,87.28223982,1.024350904,0.121533158,0.603430217,30.63360076,3.352,0.004875119,1.527272727,-0.173398088,1.102545455,0.665690834,343.7863233,0.007859454,0,0.012482663,0.011594084,0.017568192,0.034092159,0,0,0.004214075,0,0,0,628.8136981,0,0.009408269,0,0,0,0,0.036363636,0.581818182
OBS300045,2.61874091,61.29594818,1.29433907,0.12731204,0.447998338,34.68920222,0.137710368,0.028966142,0.116351548,-0.114501201,0.055848743,0.085611719,397.7590298,0.050092275,0,0.005272871,0,0.092275244,0.157174308,0,0,0,0,0.132563329,0.06562541,377.7233975,0.028418061,0.11998737,297.4427415,0.010332357,0.117100052,0.092250156,0.154581342,0.033658841
OBS300046,3.436185685,89.74753637,1.385910678,0.153990075,0.727340489,67.53495826,0.114657443,0.002912093,0.117919893,-0.089797349,0.107346409,0.080989313,392.5817757,0.070093458,0,0,0,0.07788162,0.065339083,0,0,0,0,0.115838972,0.057346026,398.5167105,0.05632745,0.06759294,316.1243353,0.119017473,0.06837174,0.071538068,0.108879368,0.030266106
OBS300047,2.732694673,88.55460734,2.037125881,0.177141381,0.853166957,74.11296926,0.015954076,0.003934715,0.126737988,-0.093602879,0.084541693,0.071195773,564.1849787,0.045916694,0,0.068875041,0,0.111511971,0.093676815,0,0,0,0,0.106562566,0.052753746,327.8019587,0.059847661,0.065288357,309.8632813,0.1328125,0.069010417,0.143139375,0.15693145,0.027956909
OBS300048,2.776456375,93.22559394,1.162662852,0.151651676,0.707000655,74.71714796,0.038056405,0.004102654,0.120813984,-0.075877601,0.089100313,0.075037519,338.0818054,0.042313117,0,0.018134193,0,0.052387669,0,0,0,0,0,0.102206031,0.050597045,685.1077517,0.022515278,0.070762303,308.4747959,0.062200337,0.071271219,0.150262393,0.18461887,0.028315778
OBS300049,2.939540796,90.74315707,0.81749362,0.037158801,0.586073838,72.73839135,0.031024072,0.028533231,0.123142925,-0.088972736,0.129975371,0.083669598,313.0249344,0,0,0,0,0,0,0,0,0,0,0.134219269,0.066445183,311.8129123,0.063961623,0.067959224,318.2786097,0.010990521,0.100288501,0.059585286,0.095336458,0.029792643
OBS300050,12.90029112,69.25647959,1.968616965,0,0.860771653,60.08891453,0.249272198,0.760835613,1.055312955,-0.10568396,0.747816594,0.31840796,365.763273,0.006301051,0,0.003705762,0.013977208,0.006510877,0.098333157,0.011690437,0,0.00889025,0,0.440855522,0.218245308,550.8677366,0,0.010832125,0,0,0,0.545851528,0.545851528,0.272925764
OBS300051,54.11612903,85.17256072,1.473070431,0,0.163950563,29.52874991,1.934193548,0.008487384,3.35483871,-0.102358389,1.091612903,0.459029198,394.3112278,0.003426128,0,0.008080216,0.026967163,0.007477178,0.037542883,0,0,0.004214075,0,0,6.666666667,636.3400669,0,0,6993.243243,0,0,1.935483871,2.374193548,0.967741935
OBS300052,3.382460592,87.93982152,1.365562322,0,0.674002013,56.5844195,0.271143429,0.012234555,0.107364209,-0.064908818,0.074471719,0.091359428,322.5886144,0.04726101,0,0.036519871,0,0.081632653,0,0,0,0,0,0.331800263,0.164257556,327.8834192,0.055091523,0.076417274,377.7822581,0.011290323,0.10483871,0.054658143,0.204968035,0.036601435
OBS300053,2.7666639,87.2273832,1.334598731,0,1.311539318,71.49737664,0.168714203,0.020040735,0.112061094,-0.106175257,0.142857143,0.095537344,373.4644134,0.084497888,0,0.035749106,0,0.1039974,0,0,0,0,0,0.14996288,0.07423905,347.9154433,0.050890585,0.082207868,297.8976348,0.013765486,0.078838694,0.086328547,0.158545696,0.031128082
OBS300054,2.950923083,86.40375512,0.986093552,0,1.514510912,72.33916052,0.182135498,0.043118384,0.138777913,-0.117370917,0.086126414,0.09233042,337.5408052,0.048966268,0.059847661,0.021762786,0,0.02992383,0,0,0,0,0,0.108032945,0.053481656,335.8668858,0.020542317,0.055464256,375.6410256,0.014957265,0.151709402,0.072332731,0.168215652,0.031540435
OBS300055,2.770414868,88.28313074,1.128742895,0,1.363679245,73.72362273,0.130129529,0.101156035,0.097615919,-0.121877284,0.12277079,0.077655829,711.6608652,0.059671805,0.099453008,0.039781203,0,0.144206862,0,0,0,0,0,0.102071753,0.050530571,325.6011917,0.017024899,0.089380719,297.4687749,0.014615998,0.124900345,0.056316876,0.124272574,0.028158438
OBS300056,3.073083155,85.46209728,1.489226908,0,1.083487381,66.0781104,0.208433682,0.033133753,0.131365766,-0.082709084,0.077418225,0.084568633,274.5584167,0.04469036,0.012768674,0.004256225,0,0.046818472,0,0,0,0,0,0.173212142,0.085748585,585.3410248,0.05089922,0.088225314,300.2659182,0.020682523,0.115231201,0.021894294,0.153697946,0.032841442
OBS300057,15.72229141,88.23284054,1.896194825,0,0.632652323,59.33449778,0.650062267,0.00302725,0.778331258,-0.088825108,0.750933998,0.246191027,443.6862914,0.001959632,0,0,0.027002208,0.148932001,0.077032784,0,0,0,0,0.314445828,0.155666252,595.2247664,0,0.010839502,1321.105926,0,0,0.093399751,0.093399751,0.233499377
OBS300058,31.92484663,87.10407935,1.32904519,0,1.287108556,41.59653989,5.604294479,1.081457197,1.687116564,-0.142891155,1.32898773,0.485841648,343.7863233,0.002499688,0,0.004374453,0.033517442,0.005624297,0.034092159,0,0,0.004214075,0,0,1.351351351,583.8581076,0,0,7488.261163,0,0,0.176380368,0.214723926,0.575153374
OBS300059,5.802820915,55.43028515,0.790672461,0,1.309245484,69.28560208,0.457899986,0.213137572,0.199458612,-0.143830032,0.136700385,0.114809911,317.5675676,0.06006006,0.009009009,0.021021021,0,0.054054054,0,0,0,0,0,0.111700951,0.055297501,321.2661107,0.028430629,0.075815011,876.3539134,0.07702685,0,0.303462032,0.427411312,0.053426414
OBS300060,26.29924393,83.91224847,0.90440383,0,1.363124388,49.40264825,3.153203343,0.575434707,0.955033824,-0.092656622,0.896538002,0.112035055,347.2072072,0.06006006,0,0.018018018,0,0.06006006,0,0,0,0,0,0,0.051255766,568.115091,0.017615972,0.064591897,323.7822974,0,0,1.364902507,1.520095503,0.29844807
OBS300061,3.515099145,89.82134851,0.957741433,0,1.301481973,73.01341303,0.234309623,0.030668999,0.227396762,-0.084986824,0.044069492,0.085492819,575.7793017,0.018703242,0,0.009351621,0,0.024937656,0,0,0,0,0,0.102288839,0.050638039,321.5311005,0.055502392,0.074641148,642.2580645,0.017204301,0.240860215,0.153720211,0.209659814,0.034109514
OBS300062,3.268537388,90.23766949,1.208313195,0,0.89695079,72.95873979,0.095469509,0.047048835,0.101896849,-0.086693612,0.079832262,0.076771252,380.3525913,0.044604928,0.002124044,0.031860663,0,0.055225149,0,0,0,0,0,0.109224613,0.054071591,331.6524438,0.075640031,0.067882079,408.2412415,0.01645897,0.150482013,0.235146575,0.236322308,0.029393322
OBS300063,3.498034575,79.44837557,2.096174259,0,0.993730879,72.26346126,0.191216873,0.007518618,0.147935247,-0.099085976,0.090663173,0.096413967,315.5852156,0.045174538,0,0.004106776,0,0.016427105,0,0,0,0,0,0.193820764,0.095950873,406.9181121,0.022186365,0.070592981,285.5340622,0.01541912,0.084104289,0.163574116,0.17245023,0.032123082
OBS300064,36.84175084,72.54047556,1.669029748,0,1.072477827,72.59920024,2.597979798,0.472482287,1.885521886,-0.3771474,0.445117845,0.899053672,589.3904561,0.059688761,0,0.061724769,0.003877947,0.102683217,0.15224617,0,0,0,0,0,0,12817.6863,0,0.552504684,780.6122449,0,0,0,0.168350168,0.505050505
OBS300065,2.833755603,89.02958954,1.683003564,0.018096813,1.274688513,73.8690781,0.195322549,0.06447287,0.148119275,-0.121929464,0.077801598,0.081524693,311.3816535,0.045300113,0,0.049830125,0,0.079275198,0,0,0,0,0,0.143303065,0.070942111,351.7034068,0.022044088,0.078156313,298.9482201,0.009439051,0.097087379,0.044435782,0.134086923,0.029234067
OBS300066,3.15984252,88.96308835,2.275710174,0,0.96232032,59.2857765,0.208818898,0.035892422,0.082677165,-0.088488685,0.074291339,0.074616966,318.7266694,0.045624222,0,0.022812111,0,0.051845707,0,0,0,0,0,0.133774834,0.066225166,347.7527092,0.055071949,0.071060579,347.1889952,0.007974482,0.103668262,0.03503937,0.125984252,0.029527559
OBS300067,2.916989641,87.12760028,2.713369177,0,1.205284167,78.19131467,0.148791488,0.00344608,0.098654077,-0.088719126,0.067014305,0.06709208,582.2450805,0.041741205,0,0.07751938,0,0.691711389,0,0,0,0,0,0.110563766,0.054734537,338.5516711,0.059546677,0.076834422,281.8986748,0.010554709,0.063328251,0.035233599,0.100768092,0.026425199
OBS300068,2.898895497,88.01163272,1.007258104,0,1.109925357,77.48932173,0.08404418,0.048397207,0.14953271,-0.087107551,0.067765506,0.07014809,293.9878543,0.044534413,0,0.01417004,0,0.036437247,0,0,0,0,0,0.105340008,0.052148519,511.3636364,0.007928118,0.068710359,291.1278966,0.014082704,0.074254257,0.017672048,0.09617672,0.02548853
OBS300069,3.376875698,89.78561966,1.059741273,0,0.917780566,75.40199953,0.140217436,0.004099527,0.173618288,-0.132598944,0.146542102,0.085805987,298.5882353,0.049411765,0,0.021176471,0,0.051764706,0,0,0,0,0,0.175255943,0.086760368,315.4574132,0.075709779,0.082018927,284.18656,0.015178695,0.091072168,0.085155636,0.17196478,0.031003266
OBS300070,49.95881384,88.83459457,1.318345307,0,1.038440798,70.65930445,2.6276771,0.145158254,5.68369028,-0.123207587,1.007413509,0.366199377,595.9609178,0.015633297,0,0.046900461,0.006550279,0.064365505,0.079739253,0,0,0.004214075,0,0,0,599.3145878,0,0,7407.199384,0,0,0.57660626,0.889621087,0.626029654
OBS300071,3.012048193,86.49811205,1.672131912,0,0.9678231,67.42618076,0.126933265,0.022798978,0.10681022,-0.123625903,0.083867384,0.084250134,332.0780856,0.052896725,0,0.0302267,0,0.088161209,0,0,0,0,0,0.114162993,0.056516333,343.9932674,-0.031559015,0.077845571,445.3709476,0.009351621,0.1340399,0.137998804,0.242245578,0.032043066
OBS300072,2.505362649,93.66231499,1.488667163,0,0.970346687,52.93442528,0.187324038,0.009678042,0.09384636,-0.079066286,0.065826518,0.071494392,331.0409308,0.045709537,0,0.020777062,0,0.049864949,0,0,0,0,0,0.097321257,0.04817884,319.0007429,0.042719168,0.07243685,304.1104465,0.012519126,0.095979969,0.035527551,0.090159539,0.025137418
